Record.Num	Patch.CT	Patch.Num	UniquePatch.num	TransectColor	Clip.Label	Distance	Clip.AB	AreaBefore	AreaAfter	BiteYN	BiteYN.Corrected
1174	FloridaKeys	10	20	Pink	6B	6	B	7.892	1.377	y	Y
1175	FloridaKeys	10	20	Pink	8A	8	A	5.791	0.739	y	Y
1176	FloridaKeys	10	20	Pink	8B	8	B	8.943	8.06	y	Y
1177	FloridaKeys	10	20	Pink	10A	10	A	6.75	0.995	y	Y
1178	FloridaKeys	10	20	Pink	10B	10	B	6.677	1.115	y	Y
1179	FloridaKeys	10	20	Pink	12A	12	A	7.031	1.198	y	Y
1180	FloridaKeys	10	20	Pink	12B	12	B	6.603	1.145	y	Y
1181	FloridaKeys	10	20	Pink	14A	14	A	6.618	2.138	y	Y
1182	FloridaKeys	10	20	Pink	14B	14	B	6.926	1.119	y	Y
1183	FloridaKeys	10	20	Pink	16A	16	A	7.723	1.171	y	Y
1184	FloridaKeys	10	20	Pink	16B	16	B	7.771	4.32	y	Y
1185	FloridaKeys	10	20	Pink	18A	18	A	7.68	2.535	y	Y
1186	FloridaKeys	10	20	Pink	18B	18	B	5.609	0.937	y	Y
1187	FloridaKeys	10	20	Pink	20A	20	A	4.348	3.394	y	Y
1188	FloridaKeys	10	20	Pink	20B	20	B	7.177	5.463	y	Y
1189	FloridaKeys	11	21	Blue	0A	0	A	6.537	7.219	n	N
1190	FloridaKeys	11	21	Blue	0B	0	B	6.211	2.112	y	Y
1191	FloridaKeys	11	21	Blue	2A	2	A	5.694	3.161	y	Y
1192	FloridaKeys	11	21	Blue	2B	2	B	5.222	5.186	y	Y
1193	FloridaKeys	11	21	Blue	4A	4	A	6.034	5.945	n	N
1194	FloridaKeys	11	21	Blue	4B	4	B	6.679	6.147	n	N
1195	FloridaKeys	11	21	Blue	6A	6	A	6.477	6.536	n	N
1196	FloridaKeys	11	21	Blue	6B	6	B	5.987	4.793	y	Y
1197	FloridaKeys	11	21	Blue	8A	8	A	5.246	5.538	n	N
1198	FloridaKeys	11	21	Blue	8B	8	B	6.025	5.935	n	N
1199	FloridaKeys	11	21	Blue	10A	10	A	5.598	5.917	n	N
1200	FloridaKeys	11	21	Blue	10B	10	B	6.534	6.617	n	N
1201	FloridaKeys	11	21	Blue	12A	12	A	5.188	5.328	n	N
1202	FloridaKeys	11	21	Blue	12B	12	B	6.821	6.952	n	N
1203	FloridaKeys	11	21	Blue	14A	14	A	6.85	7.767	n	N
1204	FloridaKeys	11	21	Blue	14B	14	B	6.476	6.988	n	N
1205	FloridaKeys	11	21	Blue	16A	16	A	6.743	6.301	n	N
1206	FloridaKeys	11	21	Blue	16B	16	B	5.942	5.715	n	N
1207	FloridaKeys	11	21	Blue	18A	18	A	6.583	5.932	n	N
1208	FloridaKeys	11	21	Blue	18B	18	B	6.174	5.894	n	N
1209	FloridaKeys	11	21	Blue	20A	20	A	7.365	7.086	n	N
1210	FloridaKeys	11	21	Blue	20B	20	B	5.565	5.362	n	N
1211	FloridaKeys	11	21	Orange	0A	0	A	6.695	0.859	y	Y
1212	FloridaKeys	11	21	Orange	0B	0	B	7.723	1.477	y	Y
1213	FloridaKeys	11	21	Orange	2A	2	A	8.287	1.134	y	Y
1214	FloridaKeys	11	21	Orange	2B	2	B	6.846	0.992	y	Y
1215	FloridaKeys	11	21	Orange	4A	4	A	6.289	0.958	y	Y
1216	FloridaKeys	11	21	Orange	4B	4	B	6.958	1.289	y	Y
1217	FloridaKeys	11	21	Orange	6A	6	A	5.362	0.825	y	Y
1218	FloridaKeys	11	21	Orange	6B	6	B	9.066	0.995	y	Y
1219	FloridaKeys	11	21	Orange	8A	8	A	6.77	1.58	y	Y
1220	FloridaKeys	11	21	Orange	8B	8	B	6.089	0.886	y	Y
1221	FloridaKeys	11	21	Orange	10A	10	A	7.349	1.117	y	Y
1222	FloridaKeys	11	21	Orange	10B	10	B	7.29	1.711	y	Y
1223	FloridaKeys	11	21	Orange	12A	12	A	7.373	1.547	y	Y
1224	FloridaKeys	11	21	Orange	12B	12	B	7.159	1.132	y	Y
1225	FloridaKeys	11	21	Orange	14A	14	A	6.205	0.97	y	Y
1226	FloridaKeys	11	21	Orange	14B	14	B	5.958	1.178	y	Y
1227	FloridaKeys	11	21	Orange	16A	16	A	7.209	6.306	n	N
1228	FloridaKeys	11	21	Orange	16B	16	B	8.044	4.693	y	Y
1229	FloridaKeys	11	21	Orange	18A	18	A	5.953	1.005	y	Y
1230	FloridaKeys	11	21	Orange	18B	18	B	10.116	1.573	y	Y
1231	FloridaKeys	11	21	Orange	20A	20	A	6.576	3.967	y	Y
1232	FloridaKeys	11	21	Orange	20B	20	B	7.588	2.488	y	Y
1233	FloridaKeys	11	21	Pink	0A	0	A	7.888	0.801	y	Y
1234	FloridaKeys	11	21	Pink	0B	0	B	8.404	1.031	y	Y
1235	FloridaKeys	11	21	Pink	2A	2	A	6.81	1.073	y	Y
1236	FloridaKeys	11	21	Pink	2B	2	B	6.343	0.868	y	Y
1237	FloridaKeys	11	21	Pink	4A	4	A	8.078	0.98	y	Y
1238	FloridaKeys	11	21	Pink	4B	4	B	7.865	1.122	y	Y
1239	FloridaKeys	11	21	Pink	6A	6	A	7.29	2.028	y	Y
1240	FloridaKeys	11	21	Pink	6B	6	B	7.144	1.051	y	Y
1241	FloridaKeys	11	21	Pink	8A	8	A	6.768	2.369	y	Y
1242	FloridaKeys	11	21	Pink	8B	8	B	7.162	1.289	y	Y
1243	FloridaKeys	11	21	Pink	10A	10	A	8.216	1.623	y	Y
1244	FloridaKeys	11	21	Pink	10B	10	B	6.527	1.069	y	Y
1245	FloridaKeys	11	21	Pink	12A	12	A	5.878	4.08	y	Y
1246	FloridaKeys	11	21	Pink	12B	12	B	6.38	0.767	y	Y
1247	FloridaKeys	11	21	Pink	14A	14	A	6.144	6.489	n	N
1248	FloridaKeys	11	21	Pink	14B	14	B	6.057	6.703	y	Y
1249	FloridaKeys	11	21	Pink	16A	16	A	8.78	6.846	n	N
1250	FloridaKeys	11	21	Pink	16B	16	B	7.944	7.414	n	N
1251	FloridaKeys	11	21	Pink	18A	18	A	7.221	6.401	y	Y
1252	FloridaKeys	11	21	Pink	18B	18	B	6.723	3.73	y	Y
1253	FloridaKeys	11	21	Pink	20A	20	A	7.3	7.183	n	N
1254	FloridaKeys	11	21	Pink	20B	20	B	6.052	4.922	n	N
1255	FloridaKeys	12	22	Black	0A	0	A	7.571	1.148	y	Y
1256	FloridaKeys	12	22	Black	0B	0	B	7.093	2.919	y	Y
1257	FloridaKeys	12	22	Black	2A	2	A	7.578	2.244	y	Y
1258	FloridaKeys	12	22	Black	2B	2	B	7.667	2.468	y	Y
1259	FloridaKeys	12	22	Black	4A	4	A	7.314	1.845	y	Y
1260	FloridaKeys	12	22	Black	4B	4	B	7.328	3.099	y	Y
1261	FloridaKeys	12	22	Black	6A	6	A	7.712	7.142	y	Y
1262	FloridaKeys	12	22	Black	6B	6	B	6.269	3.165	y	Y
1263	FloridaKeys	12	22	Black	8A	8	A	9.583	8.961	y	Y
1264	FloridaKeys	12	22	Black	8B	8	B	6.451	5.796	n	N
1265	FloridaKeys	12	22	Black	10A	10	A	8.833	8.257	n	N
1266	FloridaKeys	12	22	Black	10B	10	B	5.893	5.48	n	N
1267	FloridaKeys	12	22	Black	12A	12	A	7.183	7.743	n	N
1268	FloridaKeys	12	22	Black	12B	12	B	6.311	3.522	y	Y
1269	FloridaKeys	12	22	Black	14A	14	A	6.017	5.039	y	Y
1270	FloridaKeys	12	22	Black	14B	14	B	8.495	8.228	n	N
1271	FloridaKeys	12	22	Black	16A	16	A	7.201	6.935	n	N
1272	FloridaKeys	12	22	Black	16B	16	B	6.019	5.335	y	Y
1273	FloridaKeys	12	22	Black	18A	18	A	8.009	6.179	y	Y
1274	FloridaKeys	12	22	Black	18B	18	B	7.056	2.552	y	Y
1275	FloridaKeys	12	22	Black	20A	20	A	6.267	6.26	n	N
1276	FloridaKeys	12	22	Black	20B	20	B	4.877	4.434	n	N
1277	FloridaKeys	12	22	Green	0A	0	A	7.226	6.844	n	N
1278	FloridaKeys	12	22	Green	0B	0	B	6.234	5.656	n	N
1279	FloridaKeys	12	22	Green	2A	2	A	5.141	4.997	n	N
1280	FloridaKeys	12	22	Green	2B	2	B	4.611	4.433	n	N
1281	FloridaKeys	12	22	Green	4A	4	A	5.074	5.091	n	N
1282	FloridaKeys	12	22	Green	4B	4	B	5.626	5.261	n	N
1283	FloridaKeys	12	22	Green	6A	6	A	4.726	4.604	n	N
1284	FloridaKeys	12	22	Green	6B	6	B	8.781	8.372	n	N
1285	FloridaKeys	12	22	Green	8A	8	A	7.226	6.778	n	N
1286	FloridaKeys	12	22	Green	8B	8	B	7.718	NA	lost	NA
1287	FloridaKeys	12	22	Green	10A	10	A	6.921	5.999	n	N
1288	FloridaKeys	12	22	Green	10B	10	B	5.963	6.225	n	N
1289	FloridaKeys	12	22	Green	12A	12	A	7.252	6.945	n	N
1290	FloridaKeys	12	22	Green	12B	12	B	7.96	5.424	n	N
1291	FloridaKeys	12	22	Green	14A	14	A	7.337	7.12	n	N
1292	FloridaKeys	12	22	Green	14B	14	B	6.436	3.51	n	N
1293	FloridaKeys	12	22	Green	16A	16	A	6.481	3.708	n	N
1294	FloridaKeys	12	22	Green	16B	16	B	7.513	6.769	n	N
1295	FloridaKeys	12	22	Green	18A	18	A	7.057	6.363	n	N
1296	FloridaKeys	12	22	Green	18B	18	B	5.525	4.902	n	N
1297	FloridaKeys	12	22	Green	20A	20	A	7.12	6.021	n	N
1298	FloridaKeys	12	22	Green	20B	20	B	8.412	NA	lost	NA
1299	FloridaKeys	12	22	White	0A	0	A	7.523	2.526	y	Y
1300	FloridaKeys	12	22	White	0B	0	B	8.238	2.101	y	Y
1301	FloridaKeys	12	22	White	2A	2	A	6.403	2.733	y	Y
1302	FloridaKeys	12	22	White	2B	2	B	6.724	4.734	y	Y
1303	FloridaKeys	12	22	White	4A	4	A	8.014	5.749	y	Y
1304	FloridaKeys	12	22	White	4B	4	B	7.928	5.508	n	N
1305	FloridaKeys	12	22	White	6A	6	A	5.855	5.04	n	N
1306	FloridaKeys	12	22	White	6B	6	B	6.234	4.883	n	N
1307	FloridaKeys	12	22	White	8A	8	A	6.596	6.204	n	N
1308	FloridaKeys	12	22	White	8B	8	B	7.427	6.754	n	N
1309	FloridaKeys	12	22	White	10A	10	A	6.365	6.026	n	N
1310	FloridaKeys	12	22	White	10B	10	B	7.366	6.348	n	N
1311	FloridaKeys	12	22	White	12A	12	A	6.117	5.157	n	N
1312	FloridaKeys	12	22	White	12B	12	B	6.824	6.348	n	N
1313	FloridaKeys	12	22	White	14A	14	A	8.169	8.457	n	N
1314	FloridaKeys	12	22	White	14B	14	B	5.521	6.302	n	N
1315	FloridaKeys	12	22	White	16A	16	A	8.476	7.586	n	N
1316	FloridaKeys	12	22	White	16B	16	B	10.747	8.298	n	N
1317	FloridaKeys	12	22	White	18A	18	A	8.547	8.384	n	N
1318	FloridaKeys	12	22	White	18B	18	B	7.446	6.253	n	N
1319	FloridaKeys	12	22	White	20A	20	A	6.723	6.578	n	N
1320	FloridaKeys	12	22	White	20B	20	B	9.432	8.743	n	N
1321	FloridaKeys	13	23	Black	0A	0	A	5.456	0.693	y	Y
1322	FloridaKeys	13	23	Black	0B	0	B	6.815	0.9	y	Y
1323	FloridaKeys	13	23	Black	2A	2	A	5.654	0.864	y	Y
1324	FloridaKeys	13	23	Black	2B	2	B	5.937	0.881	y	Y
1325	FloridaKeys	13	23	Black	4A	4	A	6.682	0.961	y	Y
1326	FloridaKeys	13	23	Black	4B	4	B	6.766	0.961	y	Y
1327	FloridaKeys	13	23	Black	6A	6	A	5.879	0.927	y	Y
1328	FloridaKeys	13	23	Black	6B	6	B	7.07	1.157	y	Y
1329	FloridaKeys	13	23	Black	8A	8	A	5.591	0.839	y	Y
1330	FloridaKeys	13	23	Black	8B	8	B	6.596	1.037	y	Y
1331	FloridaKeys	13	23	Black	10A	10	A	7.973	1.56	y	Y
1332	FloridaKeys	13	23	Black	10B	10	B	5.889	0.922	y	Y
1333	FloridaKeys	13	23	Black	12A	12	A	5.543	1.216	y	Y
1334	FloridaKeys	13	23	Black	12B	12	B	8.71	1.348	y	Y
1335	FloridaKeys	13	23	Black	14A	14	A	8.031	1.315	y	Y
1336	FloridaKeys	13	23	Black	14B	14	B	5.556	1.027	y	Y
1337	FloridaKeys	13	23	Black	16A	16	A	7.127	2.697	y	Y
1338	FloridaKeys	13	23	Black	16B	16	B	8.097	1.628	y	Y
1339	FloridaKeys	13	23	Black	18A	18	A	5.786	5.208	y	Y
1340	FloridaKeys	13	23	Black	18B	18	B	5.206	4.23	y	Y
1341	FloridaKeys	13	23	Black	20A	20	A	5.464	1.144	y	Y
1342	FloridaKeys	13	23	Black	20B	20	B	5.235	0.961	y	Y
1343	FloridaKeys	13	23	Green	0A	0	A	9.557	0.968	y	Y
1344	FloridaKeys	13	23	Green	0B	0	B	8.123	1.05	y	Y
1345	FloridaKeys	13	23	Green	2A	2	A	6.911	1.042	y	Y
1346	FloridaKeys	13	23	Green	2B	2	B	6.793	0.872	y	Y
1347	FloridaKeys	13	23	Green	4A	4	A	7.387	1.03	y	Y
1348	FloridaKeys	13	23	Green	4B	4	B	8.377	1.059	y	Y
1349	FloridaKeys	13	23	Green	6A	6	A	7.669	1.102	y	Y
1350	FloridaKeys	13	23	Green	6B	6	B	8.228	1	y	Y
1351	FloridaKeys	13	23	Green	8A	8	A	6.496	1.006	y	Y
1352	FloridaKeys	13	23	Green	8B	8	B	5.73	1.001	y	Y
1353	FloridaKeys	13	23	Green	10A	10	A	7.287	1.271	y	Y
1354	FloridaKeys	13	23	Green	10B	10	B	5.328	1.059	y	Y
1355	FloridaKeys	13	23	Green	12A	12	A	5.957	1.08	y	Y
1356	FloridaKeys	13	23	Green	12B	12	B	7.324	1.233	y	Y
1357	FloridaKeys	13	23	Green	14A	14	A	5.597	1.119	y	Y
1358	FloridaKeys	13	23	Green	14B	14	B	6.158	1.092	y	Y
1359	FloridaKeys	13	23	Green	16A	16	A	5.89	NA	lost	NA
1360	FloridaKeys	13	23	Green	16B	16	B	6.929	NA	lost	NA
1361	FloridaKeys	13	23	Green	18A	18	A	9.054	NA	lost	NA
1362	FloridaKeys	13	23	Green	18B	18	B	5.788	NA	lost	NA
1363	FloridaKeys	13	23	Green	20A	20	A	4.8	NA	lost	NA
1364	FloridaKeys	13	23	Green	20B	20	B	5.823	NA	lost	NA
1365	FloridaKeys	13	23	White	0A	0	A	6.017	0.888	y	Y
1366	FloridaKeys	13	23	White	0B	0	B	5.655	0.953	y	Y
1367	FloridaKeys	13	23	White	2A	2	A	8.413	1.279	y	Y
1368	FloridaKeys	13	23	White	2B	2	B	7.414	1.009	y	Y
1369	FloridaKeys	13	23	White	4A	4	A	7.292	1.072	y	Y
1370	FloridaKeys	13	23	White	4B	4	B	6.815	1.059	y	Y
1371	FloridaKeys	13	23	White	6A	6	A	7.958	1.343	y	Y
1372	FloridaKeys	13	23	White	6B	6	B	6.918	1.019	y	Y
1373	FloridaKeys	13	23	White	8A	8	A	6.826	1.259	y	Y
1374	FloridaKeys	13	23	White	8B	8	B	6.696	0.89	y	Y
1375	FloridaKeys	13	23	White	10A	10	A	5.137	0.947	y	Y
1376	FloridaKeys	13	23	White	10B	10	B	9.23	1.52	y	Y
1377	FloridaKeys	13	23	White	12A	12	A	6.033	1.123	y	Y
1378	FloridaKeys	13	23	White	12B	12	B	6.593	1.025	y	Y
1379	FloridaKeys	13	23	White	14A	14	A	7.266	1.207	y	Y
1380	FloridaKeys	13	23	White	14B	14	B	6.158	1.056	y	Y
1381	FloridaKeys	13	23	White	16A	16	A	7.937	1.027	y	Y
1382	FloridaKeys	13	23	White	16B	16	B	6.389	0.763	y	Y
1383	FloridaKeys	13	23	White	18A	18	A	5.104	NA	not deployed	NA
1384	FloridaKeys	13	23	White	18B	18	B	7.518	NA	removed	NA
1385	FloridaKeys	13	23	White	20A	20	A	6.303	NA	not deployed	NA
1386	FloridaKeys	13	23	White	20B	20	B	6.796	1.134	y	Y
